P_diff,congruency,hand,postError,nblock_1,nblock_2,nblock_3,nblock_4,nblock_5,nblock_6,nblock_7,nblock_8,nblock_9,nblock_10,nblock_11,nblock_12,nblock_13,nblock_14,P,congruency.1,hand.1,postError.1,nblock_1.1,nblock_2.1,nblock_3.1,nblock_4.1,nblock_5.1,nblock_6.1,nblock_7.1,nblock_8.1,nblock_9.1,nblock_10.1,nblock_11.1,nblock_12.1,nblock_13.1,nblock_14.1,p_DIFF,CONGRUENCY,HAND,POSTeRROR,NBLOCK_1,NBLOCK_2,NBLOCK_3,NBLOCK_4,NBLOCK_5,NBLOCK_6,NBLOCK_7,NBLOCK_8,NBLOCK_9,NBLOCK_10,NBLOCK_11,NBLOCK_12,NBLOCK_13,NBLOCK_14,p,CONGRUENCY.1,HAND.1,POSTeRROR.1,NBLOCK_1.1,NBLOCK_2.1,NBLOCK_3.1,NBLOCK_4.1,NBLOCK_5.1,NBLOCK_6.1,NBLOCK_7.1,NBLOCK_8.1,NBLOCK_9.1,NBLOCK_10.1,NBLOCK_11.1,NBLOCK_12.1,NBLOCK_13.1,NBLOCK_14.1,rSquared,LLH,AIC,BIC,MSE,model,alpha,decay,alpha_error,ccc,alpha_ccc,alpha_v,subject
-65.26037100942258,-18.12704692830217,-6.053256722175764,17.24834963531541,204.16214760298234,226.0106009196769,235.10500801571686,216.14811842893718,222.10906339211002,206.99083479409228,216.24914896180744,214.29710562532856,202.96990916751517,199.22714229111014,203.78530893178424,200.77020874037154,203.89622737878997,206.69741919343463,-65.26037100942247,-18.127046928302207,-6.053256722176098,17.248349635315698,204.1621476029817,226.01060091967707,235.1050080157167,216.1481184289373,222.1090633921101,206.99083479409225,216.24914896180718,214.29710562532856,202.96990916751494,199.22714229111008,203.7853089317841,200.7702087403716,203.89622737878932,206.6974191934346,5.841826776555088e-34,7.588279760917386e-10,0.008845618949673667,0.17225395582412692,7.769128986036948e-150,8.384422369159151e-182,8.837540577749554e-182,4.6513552502029255e-241,6.376978756080986e-169,2.178283476601809e-162,6.111468907456536e-218,5.019059837278249e-166,2.4467492559901415e-147,2.235165371712264e-159,3.517730470695982e-223,5.834918515976015e-258,3.926103604795498e-224,9.568642766468643e-266,5.841826776556677e-34,7.588279760916723e-10,0.008845618949670002,0.17225395582412034,7.769128986046673e-150,8.38442236916106e-182,8.837540577749554e-182,4.6513552502029255e-241,6.376978756080986e-169,2.1782834766023046e-162,6.111468907459665e-218,5.01905983727939e-166,2.4467492559904204e-147,2.235165371712772e-159,3.517730470697582e-223,5.834918515976015e-258,3.9261036047979545e-224,9.568642766466468e-266,0.2314725376028498,-5284.332069901743,10580.664139803486,10609.694571008571,4864.587643775356,SR_Q_D_E_alphaCCC_V_WOB,0.32174780578065937,0.29112799781662463,0.9999999733614536,-0.9377586436998688,0.022941656004553,0.5449085384582055,sub_1
-123.25242908297145,-9.316090111091976,8.231815105678999,21.33516238140861,225.77767551320224,189.90543226351025,177.84141716975427,161.17403252119982,172.66242069879172,159.22951019597332,171.45160014283854,149.8608227066718,158.02413446111538,148.38122739767084,162.90399827909803,156.79155137500413,163.1678172272904,151.7473105274129,-123.25242908297176,-9.31609011109192,8.23181510567862,21.335162381408697,225.77767551320287,189.90543226351025,177.8414171697543,161.1740325211999,172.66242069879138,159.22951019597357,171.45160014283869,149.86082270667168,158.02413446111552,148.3812273976711,162.9039982790984,156.7915513750043,163.16781722729,151.7473105274131,1.8927720507579794e-67,0.0015320038351239636,0.0004326298059920613,0.005660577827309352,1.3548124332513486e-155,1.7697417548235698e-118,1.5579358253478542e-117,3.5846292933466955e-128,1.3212042327672352e-118,8.472805650136061e-94,3.961505588318702e-159,6.245678356667411e-85,1.3767936401453116e-100,3.787673166393753e-85,1.857155073705587e-175,1.3406962863391435e-140,1.0877743606864703e-174,2.3056057814760294e-139,1.8927720507565763e-67,0.0015320038351240358,0.0004326298059923296,0.005660577827309165,1.3548124332508859e-155,1.7697417548235698e-118,1.557935825348386e-117,3.584629293345675e-128,1.3212042327680624e-118,8.472805650133409e-94,3.9615055883173496e-159,6.245678356667411e-85,1.3767936401451152e-100,3.787673166392891e-85,1.8571550737049524e-175,1.3406962863387618e-140,1.0877743606867798e-174,2.305605781475374e-139,0.3974134636250868,-5230.7558193488485,10473.5116386977,10502.477414104716,4896.96904060135,SR_Q_D_E_alphaCCC_V_WOB,0.4008990305715111,0.7092194410453528,0.0461577378362008,-0.3418027745108003,0.5627966743693877,0.3701310613060233,sub_2
-59.947297077583656,14.029331402368387,25.126824144708905,-6.575665414958564,243.58495257383163,204.85687173794602,206.81068353428518,212.895363454974,217.89143696360497,281.63358571484054,248.22093959008282,271.0530471567409,248.39387809860733,263.80334357547736,245.72602086552246,220.77620129018985,260.88752459490127,,-59.947297077583954,14.029331402367882,25.126824144708706,-6.5756654149585145,243.5849525738313,204.85687173794557,206.81068353428586,212.89536345497442,217.891436963605,281.63358571484036,248.22093959008282,271.0530471567409,248.39387809860713,263.80334357547713,245.72602086552268,220.77620129018985,260.88752459490195,,1.133235979247668e-07,0.02615947736113481,5.639773792538612e-07,0.5820656069735253,2.7143077537161604e-95,8.861543287976745e-90,2.991375174983721e-72,1.0677086078781424e-102,1.4929501292214086e-44,2.2301413872594247e-59,1.281011436058869e-76,7.343820494188467e-48,3.2588714204676514e-42,6.15334105737396e-109,2.441277637517485e-61,2.1680415570387296e-57,5.170750882376919e-66,,1.1332359792475245e-07,0.02615947736114021,5.639773792539786e-07,0.5820656069735286,2.7143077537161604e-95,8.861543287979774e-90,2.991375174982186e-72,1.0677086078781424e-102,1.4929501292215152e-44,2.2301413872594247e-59,1.281011436058869e-76,7.34382049418878e-48,3.2588714204678846e-42,6.153341057374659e-109,2.4412776375171368e-61,2.1680415570390083e-57,5.170750882375297e-66,,0.15089285089999727,-5186.142123730331,10384.284247460662,10412.503376140108,19709.421942916146,SR_Q_D_E_alphaCCC_V_WOB,0.2585784949376753,0.4487754213633423,0.8859789726449874,-0.6339393768491228,9.9999999999989e-05,0.6253211341457474,sub_3
-27.12214319757464,-22.40067957761455,0.2274448714407193,15.292663390910244,215.0718210305354,228.110020676738,215.9567572796442,218.42300077566009,219.0523179669696,214.8138887682698,220.0970044907019,212.651414016012,209.2955452641211,224.95502356589336,202.91624576386468,206.55438682851872,205.97499334873626,,-27.122143197574463,-22.400679577614184,0.2274448714404489,15.292663390910576,215.0718210305358,228.11002067673783,215.95675727964402,218.4230007756597,219.05231796696944,214.8138887682697,220.09700449070152,212.65141401601196,209.2955452641214,224.955023565893,202.9162457638646,206.5543868285187,205.97499334873595,,2.0387001089051486e-13,2.552635034213742e-14,0.9200418524290224,0.16691425946152372,2.4790574e-317,1.418806529720172e-284,3.9103497e-317,9.076237069154466e-287,5.061680301519062e-190,5.2192233827323393e-163,1.2765727243042839e-269,1.0964143959221018e-161,3.962884121629976e-173,1.3752532539531377e-244,5.684472071959314e-172,4.624960896111192e-157,3.65553841352437e-171,,2.0387001089058348e-13,2.5526350342159542e-14,0.9200418524291174,0.16691425946151545,2.4790574e-317,1.4188065297203336e-284,3.9103497e-317,9.07623706916169e-287,5.061680301519062e-190,5.219223382731449e-163,1.2765727243048644e-269,1.0964143959221018e-161,3.962884121629525e-173,1.3752532539531377e-244,5.684472071961578e-172,4.624960896111192e-157,3.655538413526866e-171,,0.1404589684606493,-5200.061483811679,10412.122967623358,10441.082238964698,4638.205238301007,SR_Q_D_E_alphaCCC_V_WOB,0.3791708942795951,0.0563801077600811,0.9501738201600108,-0.7947061556813133,0.010252417054945808,0.34374515884324724,sub_4
255.73420067929518,-4.22599374299062,-15.502300691089538,42.79491245942768,409.80197393842866,431.0341926430148,407.45877718209323,409.61406222312036,414.01836908595374,439.00751193038286,420.63482190450503,431.5006840537004,382.7662648524891,412.2544731282098,390.71787270118995,410.2104934011058,381.0201069945775,387.0674473664386,255.73420067929436,-4.2259937429916254,-15.50230069109282,42.79491245942593,409.80197393842866,431.03419264302016,407.45877718209846,409.614062223123,414.0183690859528,439.0075119303849,420.6348219045058,431.5006840536995,382.7662648524891,412.25447312820916,390.71787270118864,410.2104934011084,381.02010699457816,387.0674473664358,0.0003244659037023215,0.4874664376383863,0.2052705452239112,0.19833569868793427,2.1794477654406363e-20,6.42565942608229e-22,7.135855849260818e-21,2.3461659346026936e-20,6.445638157440029e-21,5.618624925883807e-23,2.9398728323330836e-22,3.513065360597743e-22,4.0967453657487515e-18,6.424813528603606e-21,1.7376847246422386e-19,1.4430292802197985e-21,3.197339108095674e-18,3.788907000346771e-20,0.00032446590370233016,0.4874664376382842,0.20527054522382804,0.19833569868795306,2.179447765440573e-20,6.425659426083582e-22,7.13585584926133e-21,2.3461659346026936e-20,6.445638157439797e-21,5.618624925884007e-23,2.9398728323331687e-22,3.513065360597743e-22,4.096745365748693e-18,6.424813528603652e-21,1.7376847246422386e-19,1.4430292802198498e-21,3.197339108095651e-18,3.7889070003466886e-20,0.0916887167792828,-5948.198445205696,11908.396890411392,11937.407997928276,21035.09580627459,SR_Q_D_E_alphaCCC_V_WOB,0.0028589607644437104,0.0068493267031380185,0.06875352923025256,-0.04102926753109482,0.0001808776278853552,0.00410126144890265,sub_5
-259.54874505247324,-33.84114016372513,-8.077117163579679,-81.3984834587555,203.34277260698278,373.0537788058058,570.649114206717,435.0915269277604,404.3081181979461,429.98589279296084,358.41651526860636,321.71157105571547,287.7292549928302,259.8148427336504,339.90990262793787,335.70883031057207,258.3993020368247,264.4766659260144,-259.54874505247443,-33.841140163725164,-8.077117163579437,-81.39848345875313,203.3427726069828,373.0537788058029,570.6491142067182,435.09152692776155,404.30811819794576,429.98589279296186,358.4165152686068,321.71157105571604,287.72925499283025,259.81484273365004,339.90990262793787,335.70883031057133,258.3993020368231,264.47666592601263,0.018585554372768997,0.019194061692828324,0.5155815769770048,0.3024940782914677,0.0004804221574413212,1.3522815914876364e-09,1.1591917889663593e-18,2.044804839001013e-13,1.244787663704348e-10,1.068051496939828e-11,5.213635370532939e-10,1.6291828110976072e-07,1.3236639528882663e-06,1.5583602276362453e-05,3.2912046678416445e-09,3.2599918540967057e-09,2.484871470399597e-06,4.973737476281533e-06,0.01858555437276821,0.01919406169282824,0.5155815769770171,0.30249407829148306,0.00048042215744132353,1.3522815914875725e-09,1.1591917889664671e-18,2.0448048390012795e-13,1.244787663704348e-10,1.0680514969398664e-11,5.213635370533145e-10,1.6291828110976008e-07,1.3236639528882322e-06,1.558360227636254e-05,3.2912046678417165e-09,3.259991854096553e-09,2.484871470399551e-06,4.97373747628158e-06,0.2532529629714849,-3672.861624928155,7357.723249856311,7383.326453147559,66229.19971256307,SR_Q_D_E_alphaCCC_V_WOB,0.0332564462094169,0.44917730246188775,0.96623298333327,-0.031122078409146825,0.0332564462094169,0.03300009484218235,sub_6
-61.86640176535296,-3.4281456743913097,14.41790591833007,10.052676605339409,186.60892776382948,195.31581812287533,185.49806209172925,190.45728641128483,189.45517730495246,179.78950843795033,201.26509239158517,196.00891329770343,184.50961112217837,181.0739888451486,192.5949263791433,190.47596304831112,204.6210134186799,,-61.86640176535256,-3.428145674391569,14.417905918330238,10.05267660533925,186.6089277638288,195.31581812287612,185.4980620917292,190.45728641128468,189.4551773049521,179.7895084379504,201.26509239158506,196.0089132977033,184.50961112217843,181.0739888451484,192.59492637914357,190.47596304831103,204.62101341867972,,2.030937279016798e-21,0.2811241755781238,1.4444400600309169e-08,0.5270738803963282,2.829297939498289e-174,1.422285857795954e-212,1.7821720699745986e-170,8.261858559147075e-228,2.961933911553354e-111,6.237420233444813e-115,1.981625230205015e-169,3.8301406894845886e-131,2.025429444017518e-111,3.971393387522356e-170,1.6457200820420954e-114,1.3150207622107475e-125,1.8217640262383877e-120,,2.030937279018067e-21,0.2811241755780877,1.4444400600303566e-08,0.5270738803963348,2.8292979395010254e-174,1.4222858577936082e-212,1.7821720699745986e-170,8.261858559142378e-228,2.9619339115549555e-111,6.237420233444813e-115,1.9816252302059168e-169,3.830140689485897e-131,2.0254294440174603e-111,3.971393387523486e-170,1.6457200820414394e-114,1.315020762211047e-125,1.8217640262385958e-120,,0.14624293911772734,-5378.400773985385,10768.80154797077,10797.844827146502,5806.443449596495,SR_Q_D_E_alphaCCC_V_WOB,0.26701442280299503,0.3921002647086235,0.14525659660460674,-0.5941930341491575,0.8433880754306433,0.43289047770589417,sub_7
-53.510975265586005,18.29131471418705,13.940595462604756,37.048174236619296,369.7200169630626,334.78988583830113,324.2661325753424,280.91459340249406,248.96236140063567,274.681098646894,321.4781038336172,322.2065428776549,315.07069138688496,300.4587107827645,313.52193754372274,333.7471833865967,285.8828229987235,,-53.51097526558575,18.291314714187546,13.940595462604305,37.04817423661915,369.7200169630625,334.789885838301,324.266132575343,280.91459340249406,248.96236140063544,274.6810986468938,321.47810383361735,322.206542877655,315.07069138688513,300.4587107827641,313.5219375437227,333.74718338659665,285.88282299872355,,1.0633017733438515e-10,0.003217667490440619,0.005470403274802605,0.015870980756948896,8.108696462958014e-155,2.0812144356498602e-172,9.541843163649551e-209,1.832984267233587e-151,8.015857380195427e-76,2.9039542738150734e-80,1.571620300499261e-165,6.5270873578341714e-93,3.840721025013647e-104,1.0128850255719155e-128,1.5113796945305031e-99,2.0560186330051555e-94,4.520682404090642e-97,,1.0633017733440641e-10,0.0032176674904397977,0.005470403274804097,0.015870980756949406,8.108696462958014e-155,2.0812144356490316e-172,9.541843163647921e-209,1.832984267233378e-151,8.015857380197024e-76,2.9039542738154873e-80,1.571620300498814e-165,6.527087357832872e-93,3.840721025013647e-104,1.0128850255723764e-128,1.5113796945302881e-99,2.0560186330051555e-94,4.520682404090642e-97,,0.1908489284763908,-5274.998395382315,10561.99679076463,10590.332569533763,19104.259538984305,SR_Q_D_E_alphaCCC_V_WOB,0.08319409227108719,0.0001,0.0413052554168019,-0.7952870242667432,0.9997993607384764,0.0001,sub_8
